Vendor ID,Vendor Name,Country,Territorial Scope,Environment,Type of Service,International Transfer,Cookie Max Age (days),Data Retention (days)
1178,First-id,France,"AT, BE, DK, FI, FR, DE, IE, IT, LU, NL, NO, PT, RO, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","SSP, Header Bidding Service, Identity Resolution Service",No,395,395
1489,First-id bidder,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","Header Bidding Service, Identity Resolution Service, Other",No,395,395
766,Firstlead GmbH (ADCELL),Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,Ad Serving,No,90,
78,Flashtalking,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","Ad Serving, Campaign Analytics","Adequacy Decision, SCCs",730,396
471,"Flexoffers.com, LLC",United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,DSP,No,30,4320
323,Footballco Media Limited,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","Ad Serving, Content Delivery Network",SCCs,396,0**
1313,"FoundryCo, Inc.",United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"Identity Resolution Service, Buyer, Campaign Analytics, Audience Analytics",SCCs,731,396
1204,fraud0 GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)",Verification Tool,SCCs,,730
1107,FRVR Limited,Malta,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)",Other,No,730,1825
1016,FUNKE Digital GmbH,Germany,"AT, FR, DE, IT, PT, CH","Web, Native App (Mobile), Native App (CTV)","Ad Serving, Website Analytics",No,365,365
888,Gadsme,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Content Delivery Network","Adequacy Decision, SCCs",,30
1515,GALAXY X TECH LIMITED,Hongkong,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)","SSP, DSP, Ad Serving, Header Bidding Service, Buyer",No,365,30
1267,GameAnalytics ApS,Denmark,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","Website Analytics, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs",,365
1198,Gameloft SE,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving, Header Bidding Service, Content Delivery Network","Adequacy Decision, SCCs",,90
1447,"Gamera, Inc.",United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DMP / Data Provider, Website Analytics, Campaign Analytics, Audience Analytics",No,365,365
1055,Gamesight Inc,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",Campaign Analytics,SCCs,365,365
316,Gamned,France,"BE, FR, DE, IE, IT, LU, NL, ES, CH, GB","Web, Native App (Mobile)","Ad Serving, Buyer",No,365,395
644,Gamoshi Ltd,Israel,GB,"Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service, Campaign Analytics",No,30,1
1364,GEEMEE INC.,United States,GB,"Web, Native App (Mobile)",DSP,No,30,30
731,GeistM Technologies LTD,Ireland,"AT, BE, DK, FR, DE, IE, NL, NO, CH, GB",Web,Buyer,No,1825,90
1419,GEMINI DIRECT marketing solutions GmbH,Germany,"AT, DE, CH","Web, Native App (Mobile), Native App (CTV), Other","DMP / Data Provider, Buyer",No,,90
328,Gemius SA,Poland,"BE, BG, HR, CZ, DK, EE, DE, HU, LV, LT, LU, PL, PT, RO, SK, SI","Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving, Header Bidding Service, Website Analytics, Campaign Analytics, Audience Analytics",No,1825,1096
1251,Genius Sports Media Inc.,Estonia,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DSP, Ad Serving, Buyer, Campaign Analytics, Audience Analytics","SCCs, Supplementary measures",365,365
87,Genius Sports UK Limited,Estonia,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DSP, Ad Serving, Buyer, Campaign Analytics, Audience Analytics","SCCs, Supplementary measures",365,365
845,GeoEdge,Cyprus,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other",Verification Tool,Adequacy Decision,,30
1535,GetmediaMX LLC,United Kingdom,"AT, BE, DK, FR, DE, HU, IT, LU, NL, ES, SE, CH, GB",Web,"SSP, Ad Serving, Header Bidding Service",Adequacy Decision,,30
758,GfK GmbH,Germany,"AT, DE, IT, NL, PL, ES","Web, Native App (Mobile), Native App (CTV)","Campaign Analytics, Audience Analytics",No,730,720
1545,Gimii,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)",Other,No,180,
1553,Gitberry AS,Norway,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving","SCCs, Supplementary measures",183,180
768,Global Media Group Services Limited,United Kingdom,"IE, NL, ES, GB","Web, Native App (Mobile), Other","SSP, Ad Serving, Content Delivery Network, Campaign Analytics, Audience Analytics",No,540,37
536,GlobalWebIndex,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,Audience Analytics,No,366,365
967,glomex GmbH,Germany,"AT, DE, GR, CH",Web,"Ad Serving, Content Delivery Network",SCCs,,90
1343,Go See TV Limited,Isle Of Man,GB,Native App (CTV),Ad Serving,"Adequacy Decision, SCCs, Supplementary measures",180,180
690,Go.pl sp. z o.o.,Poland,"AT, BG, HR, CZ, DK, EE, FR, DE, GR, HU, IT, LV, LT, NL, PL, PT, RO, SK, SI, ES","Web, Native App (Mobile), Other","SSP, DSP, Ad Serving","SCCs, Supplementary measures",3000,365
580,Goldbach Group AG,Switzerland,"AT, DE, LI, LU, CH","Web, Native App (Mobile), Native App (CTV), Other","Verification Tool, DMP / Data Provider, Identity Resolution Service, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs, Supplementary measures",3652,4320
274,Golden Bees,France,"AT, BE, FR, DE, IE, IT, LU, NL, ES, CH, GB",Web,"Ad Serving, Buyer, Campaign Analytics",No,365,365
749,Good-Loop Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"DSP, Ad Serving, Buyer, Campaign Analytics",No,31,31
755,Google Advertising Products,Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Verification Tool, Ad Serving, Header Bidding Service, DMP / Data Provider, Content Delivery Network, Recommendation Service, Website Analytics, Buyer, Campaign Analytics, Audience Analytics, Other","Adequacy Decision, SCCs, Supplementary measures",396,548
657,GP One GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","Verification Tool, Ad Serving, Content Delivery Network, Recommendation Service, Website Analytics, Buyer, Campaign Analytics, Other",No,300,90
765,Grabit Interactive Media Inc dba KERV Interctive,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","Ad Serving, Buyer, Campaign Analytics",Supplementary measures,,1825
1347,Gravito Ltd.,Finland,FI,Web,"DMP / Data Provider, Identity Resolution Service",No,396,365
1456,Greeter Holdings Ltd Adipolo,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","SSP, Ad Serving, Header Bidding Service, Website Analytics, Other","Adequacy Decision, SCCs",,395
61,"GumGum, Inc.",United Kingdom,"AT, BE, DK, FI, FR, DE, GR, IE, IT, LU, NL, NO, PL, PT, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider",SCCs,1830,400
490,"GumGum, Inc.",United Kingdon,"AT, BE, DK, FR, DE, HU, IE, IT, NL, NO, PT, ES, SE, CH, GB",Web,"SSP, Ad Serving, DMP / Data Provider, Campaign Analytics","SCCs, BCRs",90,45
1543,Halusky Inc.,Czech Republic,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, Ad Serving","SCCs, Supplementary measures",,365
550,Happydemics,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","Recommendation Service, Website Analytics, Campaign Analytics, Audience Analytics, Other","Adequacy Decision, SCCs, BCRs",,90
995,Hashtag Labs Inc.,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","Header Bidding Service, Other",No,390,390
1031,Havas Media (Artemis Alliance S.L.U.),Spain,"AT, BE, BG, CZ, DK, EE, FI, FR, DE, GR, HU, IE, IT, LV, LU, NL, NO, PL, PT, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)",Buyer,No,,180
1452,Haxelo LLC,Georgia,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Other","SSP, DSP, Campaign Analytics","SCCs, Supplementary measures",,365
1431,HBAgency,Italy,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,"SSP, Header Bidding Service, Website Analytics",Adequacy Decision,90,0**
787,Hearts and Science München GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"Ad Serving, Campaign Analytics",No,60,45
865,HEIMSPIEL Medien GmbH & Co. KG,Spain,"AT, BE, FR, DE, IT, NL, ES, CH, GB","Web, Native App (Mobile)","Ad Serving, Content Delivery Network, Other",No,2,60
1536,HighLoadIT OU d/b/a PPC.BUZZ,Estonia,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service",SCCs,140,1825
1426,HighVibes Media GmbH,Germany,"AT, DE",Web,Ad Serving,No,90,0**
881,Hillside (Sports) GP Limited,Gibraltar,"AT, BG, HR, CY, DK, EE, FI, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)",Ad Serving,No,4.5,45
626,Hivestack Inc.,Canada,"AT, BE, FR, DE, IE, IT, NL, ES, SE, GB",Other,"SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider",No,,394
1177,Holid AB,Sweden,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Verification Tool, Ad Serving, Header Bidding Service, DMP / Data Provider, Identity Resolution Service, Content Delivery Network, Recommendation Service, Website Analytics, Buyer, Campaign Analytics, Audience Analytics",Adequacy Decision,90,90
1298,"HONG KONG ZHIONE TECHNOLOGY CO., LIMITED",China,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Native App (Mobile), Native App (CTV)",SSP,SCCs,,365
1519,Hoppr Ltd,Australia,"BG, IT, RO",Native App (CTV),"Ad Serving, Recommendation Service, Buyer, Campaign Analytics, Audience Analytics",No,,730
1112,Hubvisor,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Other",Header Bidding Service,No,,
431,HUMAN,United Kingdom,"BE, FI, FR, DE, IE, IT, NL, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other",Other,SCCs,,1095
1050,Hurra Communications GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","Header Bidding Service, DMP / Data Provider, Website Analytics, Buyer, Campaign Analytics, Audience Analytics",Adequacy Decision,365,
1326,Hurst Group Limited,United Kingdom,GB,Web,"Verification Tool, Ad Serving, DMP / Data Provider, Content Delivery Network, Website Analytics, Buyer, Campaign Analytics, Audience Analytics",No,400,4320
206,Hybrid Adtech GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Other","SSP, DSP, Buyer",No,365,180
178,Hybrid Theory Global Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","DMP / Data Provider, Buyer, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs",365,90
699,"HyperTV,  Inc.",Italy,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","Ad Serving, Content Delivery Network, Campaign Analytics",No,3650,3650
1201,hyScore.io GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,"DMP / Data Provider, Campaign Analytics",No,,365
864,I.R.V. D.O.O.,Slovenia,"AT, BG, HR, CZ, FR, DE, GR, HU, IT, NL, NO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Recommendation Service, Website Analytics, Buyer, Campaign Analytics, Audience Analytics",No,730,4320
1507,ID-X Ltd.,Israel,OTHER,"Web, Native App (Mobile), Native App (CTV)",DMP / Data Provider,Adequacy Decision,365,60
131,ID5 Technology SAS,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other",Identity Resolution Service,"Adequacy Decision, SCCs",90,99
1314,Ideal Media US Inc.,Cyprus,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"SSP, Ad Serving, Recommendation Service","Adequacy Decision, SCCs, BCRs, Supplementary measures",365,30
1501,IFLYTEK (HONG KONG) COMPANY LIMITED,China,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)","SSP, DSP, Ad Serving, Campaign Analytics, Audience Analytics",No,0*,30
1480,IGNITE MEDIA TECH INC,Austria,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving",No,,
1358,iion Digital Pty Ltd,Netherlands,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Identity Resolution Service, Buyer, Campaign Analytics, Audience Analytics",SCCs,90,90
551,illuma technology limited,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other",Recommendation Service,No,,0**
721,impact.com,United Kingdom,"AT, BE, BG, CY, DK, FI, FR, DE, GR, HU, IE, IT, NL, NO, PL, PT, ES, SE, CH, GB",Web,Ad Serving,No,3650,365
606,Impactify SARL,Luxembourg,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, Header Bidding Service, Recommendation Service",SCCs,30,30
253,Improve Digital,Netherlands,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, Ad Serving, Header Bidding Service","Adequacy Decision, SCCs",90,90
10,Index Exchange Inc.,Canada,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, Header Bidding Service","Adequacy Decision, SCCs",365,0**
479,INFINIA MOBILE S.L.,Spain,ES,"Web, Native App (Mobile), Native App (CTV)","DSP, Ad Serving, DMP / Data Provider, Buyer, Audience Analytics",SCCs,,90
1136,"Infolinks Media, LLC",Austria,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving",SCCs,365,4320
730,INFOnline GmbH,Germany,"AT, DE","Web, Native App (Mobile), Native App (CTV)","Website Analytics, Audience Analytics",No,365,
871,Ingenious Technologies AG,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","Ad Serving, DMP / Data Provider, Content Delivery Network, Website Analytics, Campaign Analytics, Other",No,365,92
333,InMobi Pte Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Other","SSP, DSP, Ad Serving, Header Bidding Service, Buyer, Campaign Analytics, Audience Analytics, Other",SCCs,,395
452,Innovid LLC,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","Ad Serving, Campaign Analytics","Adequacy Decision, SCCs",90,365
1336,Inspigroup s.r.o.,Czech Republic,"BG, HR, CZ, EE, GR, HU, IT, LV, LT, PL, RO, SK, SI","Web, Native App (Mobile)","Ad Serving, Recommendation Service",No,3999,365
910,"Insticator, Inc.",United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving, Header Bidding Service, Audience Analytics",SCCs,30,90
596,InsurAds Technologies SA.,Portugal,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, Verification Tool, Ad Serving, Website Analytics, Campaign Analytics",No,365,365
1412,Intango Ltd,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,"DSP, Ad Serving, Buyer","Adequacy Decision, SCCs",,180
278,Integral Ad Science (incorporating ADmantX),United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Other",Verification Tool,SCCs,,30
1437,INTEGRALSTREAM LTD,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","Ad Serving, Other","Adequacy Decision, SCCs",14,1823
1323,Intent IQ LLC,New York,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","Identity Resolution Service, Campaign Analytics, Audience Analytics",Adequacy Decision,730,730
1445,Interactive Performance Deutschland GmbH,Germany,"AT, BE, DK, FR, DE, IT, NL, PL, PT, ES, CH, GB",Web,"DSP, Ad Serving",Adequacy Decision,30,60
677,Intercept Interactive Inc. dba Undertone,,GB,"Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving, Header Bidding Service, Buyer, Other",SCCs,365,30
1457,Inteziq LTD,Cyprus,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP",No,,1825
436,INVIBES GROUP,Belgium,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"SSP, DSP, Ad Serving, Buyer",No,365,365
