Vendor ID,Vendor Name,Country,Territorial Scope,Environment,Type of Service,International Transfer,Cookie Max Age (days),Data Retention (days)
84,Semasio GmbH,Germany,"AT, BE, DK, EE, FI, FR, DE, GR, IE, IT, LV, LT, NL, NO, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DMP / Data Provider, Audience Analytics",No,365,180
1440,Serafino Pte. Ltd.,Netherlands,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Native App (Mobile),"SSP, DSP, Ad Serving, Header Bidding Service, Recommendation Service, Campaign Analytics, Audience Analytics",SCCs,2,1095
1083,Seven Technologies S.L.,Spain,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","SSP, DSP",No,30,30
491,SevenData S.p.a.,Italy,IT,Web,Website Analytics,No,180,180
1393,Sevio Digital Limited,Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Buyer, Campaign Analytics",No,14,365
621,"Seznam.cz, a.s.",Czech Republic,CZ,"Web, Native App (Mobile)","SSP, DSP, Ad Serving, DMP / Data Provider, Recommendation Service, Campaign Analytics",No,365,30
33,"ShareThis, Inc",Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,DMP / Data Provider,SCCs,390,365
80,"Sharethrough, Inc",Canada,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",SSP,"Adequacy Decision, SCCs, Supplementary measures",30,30
337,"SheMedia, LLC",Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, Ad Serving, Header Bidding Service",No,365,365
1113,Shopfully GmbH,Germany,"AT, BE, BG, HR, CZ, EE, FI, FR, DE, GR, HU, IT, LT, NL, NO, PL, PT, RO, SK, SI, ES, CH","Web, Native App (Mobile)","Ad Serving, Content Delivery Network, Buyer",No,783,1095
111,Showheroes SE,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving, Header Bidding Service, Content Delivery Network, Recommendation Service, Campaign Analytics","Adequacy Decision, SCCs",393,393
276,ShowHeroes SRL,Italy,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving, Header Bidding Service, Content Delivery Network, Recommendation Service, Campaign Analytics","Adequacy Decision, SCCs",393,393
1241,SIA Setupad,Latvia,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, Ad Serving, Header Bidding Service, Campaign Analytics",No,365,365
59,"Sift Media, Inc",Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)",DSP,No,,1
927,Silverbullet Data Services Group,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,Campaign Analytics,No,,0**
73,Simplifi Holdings LLC,Denmark,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",DSP,SCCs,366,30
435,SINGLESPOT SAS,France,"BE, FR, DE, IE, IT, LU, PT, ES, CH, GB",Native App (Mobile),"DMP / Data Provider, Campaign Analytics, Other",No,,385
1306,Sipo Inc,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service","Adequacy Decision, SCCs, BCRs",30,14
53,Sirdata,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","DSP, Verification Tool, Ad Serving, DMP / Data Provider, Identity Resolution Service, Content Delivery Network, Recommendation Service, Website Analytics, Buyer, Audience Analytics, Other","Adequacy Decision, SCCs, BCRs, Supplementary measures",365,185
1172,"Sitewit, Corp",Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","Verification Tool, Ad Serving, Header Bidding Service, DMP / Data Provider, Identity Resolution Service, Recommendation Service, Website Analytics, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs",90,
1560,Situation Publishing Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,"DSP, Buyer, Campaign Analytics","Adequacy Decision, SCCs, Supplementary measures",,
652,Skaze,France,"BE, FR, DE, IT, LU, NL, ES, CH, GB","Web, Native App (Mobile), Native App (CTV)","Ad Serving, DMP / Data Provider, Buyer, Campaign Analytics",No,365,365
46,Skimbit Ltd,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)",Other,No,,0**
1030,Skoiy,Portugal,"PT, ES","Web, Native App (Mobile), Native App (CTV)","Ad Serving, Audience Analytics, Other",No,,90
82,"Smaato, Inc.",United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other",SSP,"Adequacy Decision, SCCs",21,14
161,"SMADEX, S.L.U.",Spain,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",DSP,SCCs,365,365
546,Smart Traffik,France,"BE, FR, IT, ES, CH","Web, Native App (Mobile), Native App (CTV), Other",Campaign Analytics,SCCs,396,730
115,smartclip Europe GmbH,Germany,"AT, BE, DK, FI, FR, DE, HU, IT, LU, NL, NO, PL, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, Ad Serving",No,365,120
531,Smartclip Hispania S.L.,Spain,"DE, ES","Web, Native App (Mobile), Native App (CTV)",Other,No,0*,120
1380,Smartico,Bulgaria,"AT, BE, DK, FI, FR, DE, IE, LI, NL, NO, PT, ES, SE, CH, GB",Web,Ad Serving,No,,7
653,Smartme Analytics,Spain,ES,"Web, Native App (Mobile), Native App (CTV)","Campaign Analytics, Audience Analytics",No,370,730
246,Smartology Limited,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","DSP, Ad Serving",No,,30
134,SMARTSTREAM.TV GmbH,Germany,"AT, DE, CH","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider","SCCs, Supplementary measures",365,365
534,SmartyAds Inc.,Cyprus,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP","Adequacy Decision, SCCs",14,1825
639,Smile Wanted Group,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, DSP, Ad Serving, Header Bidding Service",No,365,30
1481,Smoot technologies SL,Spain,"FR, DE, IT, NL, PT, ES, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP",No,,0**
1076,Snigel Web Services Limited,Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"Ad Serving, Header Bidding Service, Content Delivery Network, Recommendation Service, Website Analytics, Audience Analytics, Other",No,90,1
966,socoto gmbh & co. kg,France,DE,Web,Ad Serving,No,,
937,SoD ScreenOnDemand GmbH,Germany,"AT, FR, DE, CH","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service, Campaign Analytics",No,365,30
295,"Sojern, Inc.",Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,Other,"Adequacy Decision, SCCs",365,90
381,Solocal SA,France,FR,"Web, Native App (Mobile)","SSP, DSP, Ad Serving, DMP / Data Provider, Recommendation Service, Buyer, Campaign Analytics, Audience Analytics",No,397,
1296,Soluciones Netquest de Investigación SLU,Spain,"FR, DE, IT, PT, ES, GB","Web, Native App (Mobile), Other","DMP / Data Provider, Audience Analytics",SCCs,365,1825
964,Solution coupons,Brazil,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Web,"SSP, DSP, Verification Tool, Ad Serving, Header Bidding Service, DMP / Data Provider, Identity Resolution Service, Content Delivery Network, Recommendation Service, Website Analytics, Buyer, Campaign Analytics, Audience Analytics",No,,0**
1005,Somplo Ltd,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)",Ad Serving,SCCs,,4320
857,SOMQUERY SOMTAG - (SevenOne Media),Germany,"AT, DE, CH","Web, Native App (Mobile), Native App (CTV), Other",Ad Serving,"Adequacy Decision, SCCs",365,365
1153,Sonares GmbH,Germany,"AT, BE, FR, DE, ES, CH",Web,"Ad Serving, Other",No,30,365
1039,Sonic Odeeo ltd,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Native App (Mobile),"SSP, DSP, Ad Serving","Adequacy Decision, SCCs, Supplementary measures",,548
104,"Sonobi, Inc",United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LU, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, Ad Serving, Header Bidding Service",No,365,548
662,SoundCast,France,"BE, FR, DE, IT, ES, GB","Web, Native App (Mobile), Other","SSP, Ad Serving, Campaign Analytics",No,90,
1474,"SoundStack, Inc",Romania,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"SSP, Ad Serving, Content Delivery Network, Audience Analytics",SCCs,0*,2555
13,"Sovrn, Inc.",United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, Header Bidding Service, DMP / Data Provider, Identity Resolution Service, Audience Analytics","SCCs, Supplementary measures",365,180
1514,SparkV International Inc,Austria,"AT, BE, CZ, DK, FI, FR, DE, GR, IE, IT, NL, NO, PL, PT, ES, SE, CH, GB","Web, Native App (Mobile)",DSP,SCCs,365,365
1028,Sparteo,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, Ad Serving, Header Bidding Service, Content Delivery Network, Recommendation Service, Website Analytics, Campaign Analytics, Audience Analytics, Other",No,365,365
844,SPICY MOBILE Karczewski Zawadzki Spółka Jawna,Poland,PL,"Web, Native App (Mobile)",DSP,No,28,180
1308,SpinX Pte Ltd,Singapore,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","Ad Serving, Header Bidding Service",No,,
1490,Splash&Roll sp. z o.o.,Poland,"BG, HR, CZ, EE, FR, HU, LT, PL, RO, SK, SI","Web, Native App (Mobile)","SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Website Analytics, Campaign Analytics, Audience Analytics",No,1095,2555
252,Splicky GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DSP, Ad Serving, Campaign Analytics","Adequacy Decision, SCCs, Supplementary measures",30,180
951,Spoods GmbH,Germany,DE,Web,"Ad Serving, Content Delivery Network",No,,4320
918,SPORTORITY UK LTD,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (CTV)","SSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Content Delivery Network, Website Analytics, Buyer, Campaign Analytics, Audience Analytics",SCCs,30,2555
655,Sportradar AG,Switzerland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","DSP, Ad Serving, DMP / Data Provider, Recommendation Service, Buyer, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs, Supplementary measures",365,100
293,"SpringServe, LLC",Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service, Campaign Analytics",SCCs,364,28
1041,Sqreem Technologies Private Limited,Singapore,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","Ad Serving, Website Analytics, Campaign Analytics, Audience Analytics",No,,180
1183,SSMas,Spain,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Other","Ad Serving, Header Bidding Service",No,,364
238,StackAdapt Inc.,Ireland,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","DSP, Ad Serving, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs, Supplementary measures",365,365
1355,Stamp,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Native App (CTV), Other","SSP, DSP, Ad Serving, Buyer",Adequacy Decision,364,548
1216,Start.io Inc,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER",Native App (Mobile),"SSP, DSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Audience Analytics",SCCs,,365
950,Stream Eye OOD,Bulgaria,"BG, FR, DE, IE, IT, MT, ES, GB","Web, Native App (Mobile)","Ad Serving, Content Delivery Network",No,,
1160,streaMonkey GmbH,Germany,"AT, BE, FR, DE, LU, NL, ES, CH",Web,Content Delivery Network,No,,90
450,Streamwise srl,Italy,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","Ad Serving, DMP / Data Provider, Identity Resolution Service, Recommendation Service, Website Analytics, Campaign Analytics, Audience Analytics",No,365,180
851,Strossle International AB,Sweden,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB",Web,"Ad Serving, Recommendation Service",No,,7
1057,Ströer Media Solutions GmbH,Germany,"AT, DE, CH","Web, Native App (Mobile), Native App (CTV)",Ad Serving,No,,365
136,Ströer SSP GmbH (SSP),Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, Ad Serving, Campaign Analytics","Adequacy Decision, SCCs, Supplementary measures",365,730
114,Sublime,France,"BE, FR, DE, IE, IT, NL, PT, ES, GB",Web,"Ad Serving, Header Bidding Service, Content Delivery Network",No,395,
1276,Sunday Market Media Inc,Canada,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, DSP, Ad Serving, Header Bidding Service, Buyer",No,30,365
517,SunMedia,Spain,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",Buyer,No,120,120
1554,Superedge Inc,Germany,"AT, FI, FR, DE, GR, HU, IE, IT, PL, PT, ES, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP",No,365,365
1421,Swipefinder AB,Sweden,"DK, FR, DE, IT, NL, NO, ES, SE, GB","Web, Native App (Mobile)","Ad Serving, Recommendation Service, Other",SCCs,31,31
1174,Synamedia,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","SSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Content Delivery Network, Recommendation Service, Campaign Analytics, Audience Analytics","Adequacy Decision, SCCs, BCRs",,120
1504,"Syno International, UAB",Lithuania,"AT, BE, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LT, LU, NL, NO, PL, RO, ES, SE, CH, GB",Web,Audience Analytics,No,,
275,TabMo SAS,France,"AT, BE, HR, DK, FI, FR, DE, GR, IE, IT, LU, NL, NO, PL, PT, RO, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","DSP, DMP / Data Provider, Recommendation Service, Campaign Analytics","Adequacy Decision, SCCs",90,365
42,Taboola Europe Limited,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, DSP, Header Bidding Service, Recommendation Service, Campaign Analytics","Adequacy Decision, SCCs",365,396
1450,Tagoras Ltd,Israel,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile)","SSP, Header Bidding Service","Adequacy Decision, SCCs",30,30
962,Tangoo S.R.L.,Italy,"BE, DK, FI, FR, DE, IT, NL, NO, PL, PT, RO, SK, ES, SE, CH, GB",Web,"DSP, Ad Serving, Audience Analytics",No,360,540
475,TAPTAP Digital SL,Spain,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","DSP, Ad Serving, Header Bidding Service, DMP / Data Provider, Recommendation Service, Campaign Analytics, Audience Analytics",No,18,3650
1422,Target Better Inc,United States,"AT, BE, DK, FR, DE, HU, IT, LU, NL, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, Ad Serving, Header Bidding Service",No,,30
752,targeting360 GmbH,Germany,"AT, BE, CZ, DK, FI, FR, DE, GR, HU, IT, LU, NL, NO, PL, PT, ES, SE, CH, GB",Web,Buyer,No,90,90
448,Targetspot Belgium SPRL,Belgium,"AT, BE, HR, DK, FR, DE, IE, IT, LU, NL, PT, ES, SE, CH, GB","Web, Native App (Mobile)","SSP, Ad Serving, Campaign Analytics",No,,60
786,TargetVideo GmbH,Germany,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","Ad Serving, Header Bidding Service, Content Delivery Network",No,,365
1357,TAURUSX INTERNATIONAL PTE. LTD.,Singapore,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP",SCCs,30,365
132,Teads France SAS,France,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP","Adequacy Decision, SCCs",365,120
1378,Teal Digital Group Ltd,United Kingdom,GB,Web,"SSP, Header Bidding Service",Adequacy Decision,90,1095
1526,"TECDO TECHNOLOGY CO., LIMITED",China,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Verification Tool, Ad Serving, Header Bidding Service, DMP / Data Provider, Identity Resolution Service, Content Delivery Network, Recommendation Service, Website Analytics, Buyer, Campaign Analytics, Audience Analytics, Other",No,30,180
336,Telecoming S.A.,Spain,"AT, BE, CZ, FR, PL, PT, ES, CH","Web, Native App (Mobile)",DSP,No,,3650
1351,Telekom Deutschland GmbH,Germany,DE,"Web, Native App (Mobile), Native App (CTV), Other",Other,No,730,730
90,Teroa S.A.,Spain,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving, Header Bidding Service",No,2555,3650
1124,TF1 PUBLICITE,France,"BE, FR, LU, CH","Web, Native App (Mobile), Native App (CTV), Other",Other,"Adequacy Decision, SCCs",183,395
1525,The Ad Group Inc.,United States,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB, OTHER","Web, Native App (Mobile), Native App (CTV), Other","SSP, DSP, Ad Serving, Header Bidding Service, Content Delivery Network, Other","SCCs, Supplementary measures",93,90
1334,The Cools Group Inc.,United States,"FR, IT",Web,"Ad Serving, Buyer",No,,4320
345,The Kantar Group Limited,United Kingdom,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV), Other","Verification Tool, Website Analytics, Campaign Analytics, Audience Analytics",SCCs,913,4320
1024,THE LINEA 1 MKT SL,Spain,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)","DMP / Data Provider, Identity Resolution Service, Audience Analytics","Adequacy Decision, SCCs",365,365
1530,The Media Sense Digital Technologies Ltd dba Adte,Netherlands,"FR, DE, IT, NL, ES, GB, OTHER","Web, Native App (Mobile), Native App (CTV)","SSP, DSP, Ad Serving",SCCs,,396
686,The MediaGrid Inc.,Cyprus,"AT, BE, BG, HR, CY, CZ, DK, EE, FI, FR, DE, GR, HU, IS, IE, IT, LV, LI, LT, LU, MT, NL, NO, PL, PT, RO, SK, SI, ES, SE, CH, GB","Web, Native App (Mobile), Native App (CTV)",SSP,SCCs,365,365
1414,The Neuron Holdings INC,Austria,NL,Web,DSP,No,,730
